"Observed","Modelled"
5.9,6.30543041229248
6.2,6.30543041229248
6.3,6.30543041229248
6.7,6.30543041229248
5.9,6.14398145675659
5.79,6.14398145675659
6.46,7.06159257888794
6.86,7.06159257888794
5.68,7.06159257888794
5.44,7.06159257888794
7.82,6.8943190574646
9.11,6.8943190574646
7.74,6.60003757476807
7.77,6.60003757476807
6.99,6.60003757476807
5.7,6.44903373718262
6,6.44903373718262
6.72,5.95297765731812
6.32,6.03097772598267
6.14,6.16297769546509
6.1,6.94911575317383
5.4,6.94911575317383
6.4,6.50999736785889
5.46,6.59699726104736
5.31,6.70799732208252
6.18,6.60953187942505
5.54,6.60953187942505
7.92,8.11376571655273
8.21,8.20077896118164
8.83,8.20077896118164
8.88,9.5939998626709
8.29,8.61556243896484
8.61,8.40856170654297
8.52,8.23756217956543
8.06,8.50048446655273
8.72,8.12248516082764
8.79,8.90049648284912
8.81,6.85639142990112
5.44,6.00733757019043
5.37,6.09433794021606
6.6,5.53580570220947
6.25,6.40863847732544
6.49,6.40863847732544
5.3,6.22832202911377
5.62,6.03002262115479
6.92,6.18002271652222
7.03,6.31479454040527
6.6,6.44115924835205
6.19,6.49815893173218
6.86,6.55815887451172
6.48,5.70580434799194
7.37,5.76280450820923
6.76,5.81980419158936
6.17,5.88808155059814
6.2,5.9660816192627
6.49,6.03508138656616
7.57,6.87483930587769
6.09,6.87483930587769
6.19,6.93944692611694
6.95,6.93944692611694
6.97,6.45106267929077
7.09,6.43637371063232
6.95,6.58037376403809
5.99,7.30083560943604
6.12,7.30083560943604
6.6,7.30083560943604
6.2,7.37744760513306
6.72,7.37744760513306
6.51,7.37744760513306
6.16,6.20058298110962
6.53,6.20058298110962
6.17,6.3743109703064
6.1,6.3156533241272
5.92,6.3156533241272
7.79,7.01906156539917
7.85,7.01906156539917
8.24,7.16936445236206
6.88,6.34008073806763
6.8,6.45708084106445
7.11,6.7022762298584
7.67,6.7022762298584
7.51,6.87463045120239
7.61,6.87463045120239
6.98,6.87463045120239
6.93,6.87463045120239
7.27,6.10339975357056
6.55,6.6947774887085
6.52,6.6947774887085
5.64,6.17978763580322
5.82,6.17978763580322
5,6.17978763580322
6.54,6.38495349884033
6.28,6.38495349884033
5.93,5.85828685760498
6.61,5.69892263412476
5.8,6.4765944480896
6.77,6.56059455871582
6.21,6.67159461975098
8.2,6.55453062057495
8.1,6.55453062057495
8,6.55453062057495
8.3,7.80389356613159
8.5,8.32087135314941
8.3,8.32087135314941
8.6,8.32087135314941
6.7,5.89089870452881
7.3,7.12443351745605
5.7,7.10780906677246
8.3,6.76752901077271
7.8,6.87552881240845
5.5,6.50512933731079
5.7,6.50512933731079
6.3,6.54380941390991
6.2,6.54380941390991
6.7,6.33481931686401
6.2,6.33481931686401
5.8,6.33481931686401
5.5,6.33481931686401
5.5,5.75447177886963
5.9,6.79642057418823
5.9,6.79642057418823
5.6,5.76108598709106
6.2,6.21791076660156
5.8,6.4489107131958
5.8,6.52091073989868
6.53,6.42373037338257
6.05,6.42373037338257
5.57,6.09559965133667
5.86,6.09559965133667
6.55,6.09559965133667
6.09,6.82496404647827
6.2,6.82496404647827
5.99,6.82496404647827
5.8,6.82496404647827
5.72,6.53119993209839
6.28,6.53119993209839
5.7,6.53119993209839
5.72,6.49554634094238
5.85,6.49554634094238
5.74,6.49554634094238
4.94,6.49554634094238
5.8,5.77123880386353
5.9,5.77123880386353
5.85,6.39816999435425
7,6.72716951370239
6.55,6.72716951370239
5.99,6.67357492446899
6.7,6.67357492446899
6.77,6.67357492446899
6.44,6.67357492446899
6.98,6.31188011169434
6.42,6.31188011169434
7.22,6.03403091430664
5.77,6.4423999786377
6.3,6.4423999786377
6.57,6.4423999786377
6.45,6.35930776596069
6.75,6.35930776596069
5.45,6.35930776596069
5.95,5.87208986282349
