"Observed","Modelled"
10,32.858470916748
15,36.8484725952148
49,48.7654876708984
34,37.7968330383301
57,44.7081184387207
49,46.6221199035645
34,45.5251274108887
45,40.1215667724609
40,48.6715660095215
15,30.9460029602051
15,33.226001739502
49,46.0011100769043
45,47.7991104125977
49,36.1530380249023
40,41.5680389404297
10,32.3881912231445
40,44.0731925964355
14,43.8506011962891
45,44.8366012573242
49,38.611873626709
32,44.3118705749512
32,34.5400543212891
49,46.1019096374512
45,47.2039108276367
49,47.5519104003906
40,38.9303970336914
57,42.9203987121582
57,49.7603950500488
57,49.6339874267578
21,40.9435501098633
40,45.7885513305664
34,36.1206283569336
14,45.8106269836426
34,43.655158996582
32,39.7077026367188
21,43.0699043273926
49,38.4298439025879
40,45.83984375
49,46.822696685791
49,48.8054618835449
40,32.0260009765625
49,39.1510009765625
45,33.9801635742188
22,28.4159049987793
32,43.8838806152344
49,36.2289009094238
57,43.4728393554688
21,32.5103874206543
34,31.5557518005371
57,33.835750579834
57,38.1107521057129
57,46.0907516479492
57,46.8446311950684
34,32.7617988586426
21,37.3218002319336
57,46.161792755127
57,48.1917953491211
34,33.5402565002441
40,33.3214645385742
40,38.4514656066895
23,32.6836204528809
40,44.6536178588867
45,45.5368614196777
34,32.4406089782715
45,43.5556106567383
40,32.2760047912598
45,45.9560050964355
49,29.4242305755615
49,37.4042320251465
32,42.4447593688965
21,26.9126834869385
57,44.2289543151855
45,35.1090087890625
57,40.5240058898926
21,35.2436828613281
45,40.3736839294434
49,49.2921142578125
15,32.3589744567871
49,44.8397369384766
49,45.9417381286621
45,44.9305572509766
32,36.1391258239746
45,45.2591285705566
45,43.5219345092773
49,43.5107421875
57,45.9383087158203
45,47.1730842590332
49,51.0661125183105
45,40.514778137207
45,43.9347801208496
31,40.079647064209
45,46.9534111022949
45,48.9254150390625
49,49.6181678771973
40,33.0003471374512
49,36.4203491210938
34,32.5408668518066
49,46.4324645996094
34,34.5426597595215
34,31.5911064147949
45,39.2871055603027
49,47.2092742919922
34,41.7751579284668
10,46.6454772949219
49,42.4236907958984
10,43.4879837036133
10,34.3379745483398
34,47.83935546875
57,47.0482482910156
22,48.1502494812012
40,39.2461853027344
45,49.5061836242676
40,36.6091270446777
40,40.5991249084473
49,47.8361892700195
49,44.3011245727539
21,35.1614761352539
34,38.011474609375
40,43.2824325561523
40,44.7904319763184
40,40.1503295898438
57,43.9665985107422
34,39.685302734375
40,43.9603042602539
45,41.9468536376953
49,54.9968757629395
49,51.3866806030273
45,43.8757553100586
49,54.1357574462891
32,51.5651321411133
49,52.9571342468262
34,39.3335113525391
49,45.6035118103027
45,39.2740440368652
40,38.9437522888184
49,48.9187507629395
21,37.1576042175293
45,45.1643524169922
24,42.5387153625488
49,47.7603645324707
21,39.8050575256348
49,46.0750579833984
45,36.7276802062988
34,38.1609535217285
32,41.0109519958496
57,45.0009536743164
49,46.283748626709
34,41.0043106079102
49,47.5593109130859
49,45.8389434814453
49,47.0918731689453
10,38.1504745483398
21,42.995475769043
57,50.6904754638672
45,43.7779312133789
49,46.9974822998047
15,38.5308570861816
45,44.5154876708984
45,35.3849258422852
49,41.3699226379395
45,42.3672218322754
49,37.8666877746582
45,46.0441360473633
21,35.3320274353027
45,40.1770248413086
45,48.4420280456543
45,47.2560615539551
49,51.1879730224609
45,49.5898056030273
49,40.9360275268555
49,46.449405670166
49,47.6094055175781
23,42.6164588928223
10,47.4614601135254
23,43.5259628295898
40,36.5265159606934
24,44.8946151733398
57,46.3007774353027
49,45.1395492553711
40,42.9095687866211
57,49.1118621826172
10,40.0811576843262
57,52.051155090332
57,47.9636116027832
