"Observed","Modelled"
1.4,1.23383820056915
1.09,0.996338188648224
1.09,0.80633819103241
1.23,1.23383820056915
0.6,0.80633819103241
0.57,0.529802203178406
0.77,0.529802203178406
0.61,0.529802203178406
1.04,0.721823811531067
0.87,0.642823815345764
0.96,0.563823819160461
0.42,0.489555686712265
0.58,0.265134751796722
0.38,0.240134730935097
0.34,0.215134739875793
0.22,0.203281790018082
0.29,0.153281792998314
0.47,0.281182438135147
0.76,0.69851016998291
0.61,0.540510177612305
0.52,0.606037497520447
0.42,0.544037520885468
0.43,0.482037514448166
0.29,0.746212124824524
0.14,0.698212087154388
0.33,0.427708894014359
0.12,0.342708885669708
0.12,0.529802203178406
0.07,0.151677891612053
0.32,0.316035002470016
0.28,0.274034976959229
0.39,0.222992464900017
0.42,0.211992472410202
0.37,0.195492476224899
0.24,0.173492476344109
0.33,0.219066202640533
0.41,0.233227550983429
0.14,0.14322754740715
0.41,0.492116332054138
0.22,0.30251082777977
0.1,0.272510826587677
0.21,0.118772819638252
0.07,0.0687728226184845
0.08,0.113783672451973
0.1,0.0921472609043121
0.1,0.0687728226184845
0.08,0.113783672451973
0.11,0.0921472609043121
0.09,0.0846472606062889
0.13,0.319800049066544
0.19,0.246300041675568
0.08,0.672860324382782
0.53,0.530788481235504
0.35,0.270430028438568
0.14,0.232930019497871
0.67,0.68878847360611
0.25,0.333144575357437
0.16,0.529802203178406
0.59,1.34192681312561
0.29,1.07992684841156
0.06,0.817926824092865
0.65,0.606606960296631
0.54,0.52156001329422
0.45,0.473560005426407
0.11,0.32370463013649
0.62,0.52156001329422
0.61,0.473560005426407
0.36,0.353560030460358
0.26,0.222639814019203
0.23,0.200639814138412
0.29,0.693048596382141
0.37,0.614048600196838
0.39,0.333540290594101
0.16,0.312540262937546
0.52,0.59696352481842
0.39,0.494963496923447
0.29,0.304153472185135
0.34,0.698963522911072
0.46,0.59696352481842
0.59,0.494963496923447
0.35,0.304153472185135
0.25,0.476978629827499
0.16,0.428978621959686
0.24,0.167157530784607
0.38,0.167157530784607
0.68,0.779934763908386
0.62,0.504297137260437
0.51,0.36479714512825
0.24,0.21083265542984
0.15,0.133832663297653
0.25,0.199832662940025
0.16,0.183332666754723
0.52,0.275687456130981
0.3,0.529802203178406
0.12,0.529802203178406
0.26,0.529802203178406
0.13,0.529802203178406
0.28,0.529802203178406
0.14,0.375473499298096
0.11,0.345473498106003
1.06,0.606905221939087
0.92,1.15676558017731
0.79,1.06176555156708
0.49,0.966765582561493
0.33,0.824265599250793
0.19,0.396765559911728
0.73,0.966765582561493
0.59,0.824265599250793
0.27,0.396765559911728
0.43,0.688683092594147
0.57,0.609683096408844
0.95,0.625152170658112
0.45,0.485652178525925
1.05,0.631228446960449
0.47,0.491728454828262
1.75,0.49163219332695
1.81,0.466632217168808
1.45,0.441632211208344
1.1,0.909321427345276
1.04,0.807321429252625
0.82,0.672643721103668
0.72,0.660643696784973
0.57,0.645643711090088
1.17,0.909321427345276
0.59,0.660643696784973
0.6,0.645643711090088
0.89,0.936123907566071
0.71,0.713426053524017
0.9,1.24923169612885
0.89,1.15423178672791
0.82,0.489231735467911
1,1.18466997146606
1.33,0.947169959545135
0.21,0.240582525730133
0.22,0.215582519769669
0.28,0.190582528710365
0.31,0.240582525730133
0.34,0.190582528710365
0.91,0.893978357315063
0.74,0.814978301525116
0.97,0.909663021564484
0.98,0.807663023471832
0.91,0.705663025379181
0.48,0.532488346099854
0.36,0.454988330602646
0.16,0.208680257201195
0.13,0.192180261015892
0.08,0.170180261135101
0.08,0.142680257558823
0.13,0.230680257081985
0.04,0.142680257558823
0.19,0.187227502465248
0.13,0.165227502584457
0.13,0.13772751390934
0.11,0.152851805090904
0.09,0.102851800620556
0.11,0.0403518043458462
0.12,0.32520455121994
0.14,0.289204567670822
0.17,0.235204562544823
0.41,0.495153665542603
0.52,0.444300353527069
0.05,0.432300329208374
0.2,0.410153657197952
0.39,0.432300329208374
0.4,0.417300343513489
