sid,x,y,UpperDepth,LowerDepth,Attribute,Val
80782,143.0237982,-35.80077973,100,200,AWC,13.8088131
80782,143.0237982,-35.80077973,0,5,BDW,1.403156042
80782,143.0237982,-35.80077973,5,15,BDW,1.429070473
80782,143.0237982,-35.80077973,15,30,BDW,1.443670034
80782,143.0237982,-35.80077973,30,60,BDW,1.424801707
80782,143.0237982,-35.80077973,60,100,BDW,1.452835202
80782,143.0237982,-35.80077973,100,200,BDW,1.480531573
80782,143.0237982,-35.80077973,0,5,CLY,27.00680733
80782,143.0237982,-35.80077973,5,15,CLY,29.63892937
80782,143.0237982,-35.80077973,15,30,CLY,35.58155823
80782,143.0237982,-35.80077973,30,60,CLY,38.29210281
80782,143.0237982,-35.80077973,60,100,CLY,39.61662674
80782,143.0237982,-35.80077973,100,200,CLY,38.50377274
80782,143.0237982,-35.80077973,0,999,DER,95.33488464
80782,143.0237982,-35.80077973,0,5,DES,1
80782,143.0237982,-35.80077973,0,200,DES,1.188655734
80782,143.0237982,-35.80077973,5,15,DES,1
80782,143.0237982,-35.80077973,15,30,DES,1
80782,143.0237982,-35.80077973,30,60,DES,1
80782,143.0237982,-35.80077973,60,100,DES,1
80782,143.0237982,-35.80077973,100,200,DES,1
80782,143.0237982,-35.80077973,0,5,ECE,22.58612823
80782,143.0237982,-35.80077973,5,15,ECE,22.23641396
80782,143.0237982,-35.80077973,15,30,ECE,21.8527832
80782,143.0237982,-35.80077973,30,60,ECE,23.24448586
80782,143.0237982,-35.80077973,60,100,ECE,24.73869896
80782,143.0237982,-35.80077973,100,200,ECE,26.92154312
80782,143.0237982,-35.80077973,0,5,pHc,7.552302837
80782,143.0237982,-35.80077973,5,15,pHc,7.695840836
80782,143.0237982,-35.80077973,15,30,pHc,7.985520363
80782,143.0237982,-35.80077973,30,60,pHc,8.318029404
80782,143.0237982,-35.80077973,60,100,pHc,8.528664589
80782,143.0237982,-35.80077973,100,200,pHc,8.584422112
80782,143.0237982,-35.80077973,0,5,SND,60.56623459
80782,143.0237982,-35.80077973,5,15,SND,58.30503845
80782,143.0237982,-35.80077973,15,30,SND,52.85000229
80782,143.0237982,-35.80077973,30,60,SND,45.61859894
80782,143.0237982,-35.80077973,60,100,SND,43.8825531
80782,143.0237982,-35.80077973,100,200,SND,44.36672211
80782,143.0237982,-35.80077973,0,5,SLT,7.677625656
80782,143.0237982,-35.80077973,5,15,SLT,7.63306284
80782,143.0237982,-35.80077973,15,30,SLT,7.320673943
80782,143.0237982,-35.80077973,30,60,SLT,6.912015438
80782,143.0237982,-35.80077973,60,100,SLT,6.944150448
80782,143.0237982,-35.80077973,100,200,SLT,7.34177351
80782,143.0237982,-35.80077973,0,5,SOC,1.400323629
80782,143.0237982,-35.80077973,5,15,SOC,0.874423087
80782,143.0237982,-35.80077973,15,30,SOC,0.559935033
80782,143.0237982,-35.80077973,30,60,SOC,0.397227466
80782,143.0237982,-35.80077973,60,100,SOC,0.2604599
80782,143.0237982,-35.80077973,100,200,SOC,0.169233561
80782,143.0237982,-35.80077973,0,5,NTO,0.095291674
80782,143.0237982,-35.80077973,5,15,NTO,0.079843059
80782,143.0237982,-35.80077973,15,30,NTO,0.058371585
80782,143.0237982,-35.80077973,30,60,NTO,0.038350798
80782,143.0237982,-35.80077973,60,100,NTO,0.026600407
80782,143.0237982,-35.80077973,100,200,NTO,0.022626063
80782,143.0237982,-35.80077973,0,5,PTO,0.024279049
80782,143.0237982,-35.80077973,5,15,PTO,0.023339329
80782,143.0237982,-35.80077973,15,30,PTO,0.020733358
80782,143.0237982,-35.80077973,30,60,PTO,0.018918706
80782,143.0237982,-35.80077973,60,100,PTO,0.01852645
80782,143.0237982,-35.80077973,100,200,PTO,0.016483705
81710,143.002785,-35.80121653,0,5,AWC,16.79997635
81710,143.002785,-35.80121653,5,15,AWC,17.00629234
81710,143.002785,-35.80121653,15,30,AWC,17.2900219
81710,143.002785,-35.80121653,30,60,AWC,16.94436455
81710,143.002785,-35.80121653,60,100,AWC,16.32972717
81710,143.002785,-35.80121653,100,200,AWC,15.63576603
81710,143.002785,-35.80121653,0,5,BDW,1.366918445
81710,143.002785,-35.80121653,5,15,BDW,1.393890381
81710,143.002785,-35.80121653,15,30,BDW,1.410656333
81710,143.002785,-35.80121653,30,60,BDW,1.396136522
81710,143.002785,-35.80121653,60,100,BDW,1.424587846
81710,143.002785,-35.80121653,100,200,BDW,1.452897906
81710,143.002785,-35.80121653,0,5,CLY,29.91685867
81710,143.002785,-35.80121653,5,15,CLY,32.78731918
81710,143.002785,-35.80121653,15,30,CLY,39.22548294
81710,143.002785,-35.80121653,30,60,CLY,41.10417557
81710,143.002785,-35.80121653,60,100,CLY,42.27384949
81710,143.002785,-35.80121653,100,200,CLY,40.86971664
81710,143.002785,-35.80121653,0,999,DER,97.67789459
81710,143.002785,-35.80121653,0,5,DES,1
81710,143.002785,-35.80121653,0,200,DES,1.172306061
81710,143.002785,-35.80121653,5,15,DES,1
81710,143.002785,-35.80121653,15,30,DES,1
81710,143.002785,-35.80121653,30,60,DES,1
81710,143.002785,-35.80121653,60,100,DES,1
81710,143.002785,-35.80121653,100,200,DES,1
81710,143.002785,-35.80121653,0,5,ECE,26.16439819
81710,143.002785,-35.80121653,5,15,ECE,25.75236511
81710,143.002785,-35.80121653,15,30,ECE,25.30478477
81710,143.002785,-35.80121653,30,60,ECE,26.90859222
81710,143.002785,-35.80121653,60,100,ECE,28.61998558
81710,143.002785,-35.80121653,100,200,ECE,31.06568336
81710,143.002785,-35.80121653,0,5,pHc,7.590291977
81710,143.002785,-35.80121653,5,15,pHc,7.736887932
81710,143.002785,-35.80121653,15,30,pHc,8.033016205
81710,143.002785,-35.80121653,30,60,pHc,8.349925995
81710,143.002785,-35.80121653,60,100,pHc,8.559959412
81710,143.002785,-35.80121653,100,200,pHc,8.611945152
81710,143.002785,-35.80121653,0,5,SND,57.57733154
81710,143.002785,-35.80121653,5,15,SND,55.04695511
81710,143.002785,-35.80121653,15,30,SND,49.14989471
81710,143.002785,-35.80121653,30,60,SND,40.47344589
81710,143.002785,-35.80121653,60,100,SND,37.38162613
81710,143.002785,-35.80121653,100,200,SND,38.33250809
81710,143.002785,-35.80121653,0,5,SLT,8.144189835
81710,143.002785,-35.80121653,5,15,SLT,8.09624958
81710,143.002785,-35.80121653,15,30,SLT,7.771487236
81710,143.002785,-35.80121653,30,60,SLT,7.34459734
81710,143.002785,-35.80121653,60,100,SLT,7.372920036
81710,143.002785,-35.80121653,100,200,SLT,7.765669823
81710,143.002785,-35.80121653,0,5,SOC,1.405039191
81710,143.002785,-35.80121653,5,15,SOC,0.922074378
81710,143.002785,-35.80121653,15,30,SOC,0.618629634
81710,143.002785,-35.80121653,30,60,SOC,0.409098923
81710,143.002785,-35.80121653,60,100,SOC,0.267085701
81710,143.002785,-35.80121653,100,200,SOC,0.170152172
81710,143.002785,-35.80121653,0,5,NTO,0.095598802
81710,143.002785,-35.80121653,5,15,NTO,0.080305219
81710,143.002785,-35.80121653,15,30,NTO,0.058144137
81710,143.002785,-35.80121653,30,60,NTO,0.038187694
81710,143.002785,-35.80121653,60,100,NTO,0.026312899
81710,143.002785,-35.80121653,100,200,NTO,0.022499224
81710,143.002785,-35.80121653,0,5,PTO,0.022649962
81710,143.002785,-35.80121653,5,15,PTO,0.021769565
81710,143.002785,-35.80121653,15,30,PTO,0.019375186
81710,143.002785,-35.80121653,30,60,PTO,0.017441526
81710,143.002785,-35.80121653,60,100,PTO,0.016622437
81710,143.002785,-35.80121653,100,200,PTO,0.014250167
83838,143.0340354,-35.80209013,0,5,AWC,12.82315922
83838,143.0340354,-35.80209013,5,15,AWC,13.13614178
83838,143.0340354,-35.80209013,15,30,AWC,13.68099499
83838,143.0340354,-35.80209013,30,60,AWC,13.92717171
83838,143.0340354,-35.80209013,60,100,AWC,13.76845169
83838,143.0340354,-35.80209013,100,200,AWC,13.51907063
83838,143.0340354,-35.80209013,0,5,BDW,1.370735526
83838,143.0340354,-35.80209013,5,15,BDW,1.397844791
83838,143.0340354,-35.80209013,15,30,BDW,1.414764285
83838,143.0340354,-35.80209013,30,60,BDW,1.4098562
83838,143.0340354,-35.80209013,60,100,BDW,1.437836766
83838,143.0340354,-35.80209013,100,200,BDW,1.465532422
83838,143.0340354,-35.80209013,0,5,CLY,24.43780708
83838,143.0340354,-35.80209013,5,15,CLY,26.66316795
83838,143.0340354,-35.80209013,15,30,CLY,31.89961052
83838,143.0340354,-35.80209013,30,60,CLY,34.82452774
83838,143.0340354,-35.80209013,60,100,CLY,36.69192886
83838,143.0340354,-35.80209013,100,200,CLY,35.91722107
83838,143.0340354,-35.80209013,0,999,DER,92.88228607
83838,143.0340354,-35.80209013,0,5,DES,1
83838,143.0340354,-35.80209013,0,200,DES,1.168826342
83838,143.0340354,-35.80209013,5,15,DES,1
83838,143.0340354,-35.80209013,15,30,DES,1
83838,143.0340354,-35.80209013,30,60,DES,1
83838,143.0340354,-35.80209013,60,100,DES,1
83838,143.0340354,-35.80209013,100,200,DES,1
83838,143.0340354,-35.80209013,0,5,ECE,22.5780983
83838,143.0340354,-35.80209013,5,15,ECE,22.23092079
83838,143.0340354,-35.80209013,15,30,ECE,21.85349274
83838,143.0340354,-35.80209013,30,60,ECE,23.24387932
83838,143.0340354,-35.80209013,60,100,ECE,24.72894096
83838,143.0340354,-35.80209013,100,200,ECE,26.92474937
83838,143.0340354,-35.80209013,0,5,pHc,7.757586956
83838,143.0340354,-35.80209013,5,15,pHc,7.898041725
83838,143.0340354,-35.80209013,15,30,pHc,8.150669098
83838,143.0340354,-35.80209013,30,60,pHc,8.426457405
83838,143.0340354,-35.80209013,60,100,pHc,8.639030457
83838,143.0340354,-35.80209013,100,200,pHc,8.693680763
83838,143.0340354,-35.80209013,0,5,SND,59.97854996
83838,143.0340354,-35.80209013,5,15,SND,57.82609558
83838,143.0340354,-35.80209013,15,30,SND,52.56125641
83838,143.0340354,-35.80209013,30,60,SND,45.89077759
83838,143.0340354,-35.80209013,60,100,SND,43.47024918
83838,143.0340354,-35.80209013,100,200,SND,43.5113678
83838,143.0340354,-35.80209013,0,5,SLT,6.015224457
83838,143.0340354,-35.80209013,5,15,SLT,5.9715662
83838,143.0340354,-35.80209013,15,30,SLT,5.689755917
83838,143.0340354,-35.80209013,30,60,SLT,5.318767548
83838,143.0340354,-35.80209013,60,100,SLT,5.335149288
83838,143.0340354,-35.80209013,100,200,SLT,5.649999142
83838,143.0340354,-35.80209013,0,5,SOC,1.259665847
83838,143.0340354,-35.80209013,5,15,SOC,0.796089888
83838,143.0340354,-35.80209013,15,30,SOC,0.508014321
83838,143.0340354,-35.80209013,30,60,SOC,0.383300751
83838,143.0340354,-35.80209013,60,100,SOC,0.253269017
83838,143.0340354,-35.80209013,100,200,SOC,0.165931329
83838,143.0340354,-35.80209013,0,5,NTO,0.093295857
83838,143.0340354,-35.80209013,5,15,NTO,0.07833837
83838,143.0340354,-35.80209013,15,30,NTO,0.057858843
83838,143.0340354,-35.80209013,30,60,NTO,0.038303301
83838,143.0340354,-35.80209013,60,100,NTO,0.024778549
83838,143.0340354,-35.80209013,100,200,NTO,0.020880619
83838,143.0340354,-35.80209013,0,5,PTO,0.026600732
83838,143.0340354,-35.80209013,5,15,PTO,0.025588263
83838,143.0340354,-35.80209013,15,30,PTO,0.022764452
83838,143.0340354,-35.80209013,30,60,PTO,0.021070069
83838,143.0340354,-35.80209013,60,100,PTO,0.021300342
83838,143.0340354,-35.80209013,100,200,PTO,0.019334696
83993,143.0757924,-35.80209013,0,5,AWC,17.13969994
83993,143.0757924,-35.80209013,5,15,AWC,17.35038376
83993,143.0757924,-35.80209013,15,30,AWC,17.66906738
83993,143.0757924,-35.80209013,30,60,AWC,17.58118057
83993,143.0757924,-35.80209013,60,100,AWC,17.16129112
83993,143.0757924,-35.80209013,100,200,AWC,16.62796593
83993,143.0757924,-35.80209013,0,5,BDW,1.339863777
83993,143.0757924,-35.80209013,5,15,BDW,1.368866563
83993,143.0757924,-35.80209013,15,30,BDW,1.386544585
83993,143.0757924,-35.80209013,30,60,BDW,1.376602054
83993,143.0757924,-35.80209013,60,100,BDW,1.40438652
83993,143.0757924,-35.80209013,100,200,BDW,1.432402372
83993,143.0757924,-35.80209013,0,5,CLY,32.39533997
83993,143.0757924,-35.80209013,5,15,CLY,34.64315414
83993,143.0757924,-35.80209013,15,30,CLY,39.79380798
83993,143.0757924,-35.80209013,30,60,CLY,40.91631317
83993,143.0757924,-35.80209013,60,100,CLY,42.51182556
83993,143.0757924,-35.80209013,100,200,CLY,41.33611679
83993,143.0757924,-35.80209013,0,999,DER,94.49563599
83993,143.0757924,-35.80209013,0,5,DES,1
83993,143.0757924,-35.80209013,0,200,DES,1.183264136
83993,143.0757924,-35.80209013,5,15,DES,1
83993,143.0757924,-35.80209013,15,30,DES,1
83993,143.0757924,-35.80209013,30,60,DES,1
83993,143.0757924,-35.80209013,60,100,DES,1
83993,143.0757924,-35.80209013,100,200,DES,1
83993,143.0757924,-35.80209013,0,5,ECE,27.37112427
83993,143.0757924,-35.80209013,5,15,ECE,26.95496368
83993,143.0757924,-35.80209013,15,30,ECE,26.51554298
83993,143.0757924,-35.80209013,30,60,ECE,28.21377945
83993,143.0757924,-35.80209013,60,100,ECE,30.03158951
83993,143.0757924,-35.80209013,100,200,ECE,32.59889984
83993,143.0757924,-35.80209013,0,5,pHc,7.73310709
83993,143.0757924,-35.80209013,5,15,pHc,7.877699852
83993,143.0757924,-35.80209013,15,30,pHc,8.138394356
83993,143.0757924,-35.80209013,30,60,pHc,8.503732681
83993,143.0757924,-35.80209013,60,100,pHc,8.748810768
83993,143.0757924,-35.80209013,100,200,pHc,8.817831993
83993,143.0757924,-35.80209013,0,5,SND,54.27185059
83993,143.0757924,-35.80209013,5,15,SND,52.13967896
83993,143.0757924,-35.80209013,15,30,SND,46.89717484
83993,143.0757924,-35.80209013,30,60,SND,40.36301804
83993,143.0757924,-35.80209013,60,100,SND,36.10500336
83993,143.0757924,-35.80209013,100,200,SND,36.48302078
83993,143.0757924,-35.80209013,0,5,SLT,8.126302719
83993,143.0757924,-35.80209013,5,15,SLT,8.079009056
83993,143.0757924,-35.80209013,15,30,SLT,7.755781174
83993,143.0757924,-35.80209013,30,60,SLT,7.331326485
83993,143.0757924,-35.80209013,60,100,SLT,7.363378525
83993,143.0757924,-35.80209013,100,200,SLT,7.757090092
83993,143.0757924,-35.80209013,0,5,SOC,1.430728197
83993,143.0757924,-35.80209013,5,15,SOC,0.881339848
83993,143.0757924,-35.80209013,15,30,SOC,0.569542527
83993,143.0757924,-35.80209013,30,60,SOC,0.424442232
83993,143.0757924,-35.80209013,60,100,SOC,0.278972775
83993,143.0757924,-35.80209013,100,200,SOC,0.17982164
83993,143.0757924,-35.80209013,0,5,NTO,0.108759046
83993,143.0757924,-35.80209013,5,15,NTO,0.091120981
83993,143.0757924,-35.80209013,15,30,NTO,0.06557139
83993,143.0757924,-35.80209013,30,60,NTO,0.043313507
83993,143.0757924,-35.80209013,60,100,NTO,0.029634127
83993,143.0757924,-35.80209013,100,200,NTO,0.025123745
83993,143.0757924,-35.80209013,0,5,PTO,0.034195494
83993,143.0757924,-35.80209013,5,15,PTO,0.032899607
83993,143.0757924,-35.80209013,15,30,PTO,0.029216675
83993,143.0757924,-35.80209013,30,60,PTO,0.027266048
83993,143.0757924,-35.80209013,60,100,PTO,0.026212949
83993,143.0757924,-35.80209013,100,200,PTO,0.023138624
84290,143.020296,-35.80230853,0,5,AWC,14.08426857
84290,143.020296,-35.80230853,5,15,AWC,14.37419891
84290,143.020296,-35.80230853,15,30,AWC,14.87587929
84290,143.020296,-35.80230853,30,60,AWC,15.17931747
84290,143.020296,-35.80230853,60,100,AWC,14.98936081
84290,143.020296,-35.80230853,100,200,AWC,14.60368633
84290,143.020296,-35.80230853,0,5,BDW,1.375570893
84290,143.020296,-35.80230853,5,15,BDW,1.402299047
84290,143.020296,-35.80230853,15,30,BDW,1.417630434
84290,143.020296,-35.80230853,30,60,BDW,1.401780844
84290,143.020296,-35.80230853,60,100,BDW,1.429752111
84290,143.020296,-35.80230853,100,200,BDW,1.457298875
84290,143.020296,-35.80230853,0,5,CLY,28.42538071
84290,143.020296,-35.80230853,5,15,CLY,31.06432533
84290,143.020296,-35.80230853,15,30,CLY,37.03805161
84290,143.020296,-35.80230853,30,60,CLY,40.05577087
84290,143.020296,-35.80230853,60,100,CLY,41.40345383
84290,143.020296,-35.80230853,100,200,CLY,40.30720139
84290,143.020296,-35.80230853,0,999,DER,96.65266418
84290,143.020296,-35.80230853,0,5,DES,1
84290,143.020296,-35.80230853,0,200,DES,1.192849159
84290,143.020296,-35.80230853,5,15,DES,1
84290,143.020296,-35.80230853,15,30,DES,1
84290,143.020296,-35.80230853,30,60,DES,1
84290,143.020296,-35.80230853,60,100,DES,1
84290,143.020296,-35.80230853,100,200,DES,1
84290,143.020296,-35.80230853,0,5,ECE,23.30858803
84290,143.020296,-35.80230853,5,15,ECE,22.94123459
84290,143.020296,-35.80230853,15,30,ECE,22.54523087
84290,143.020296,-35.80230853,30,60,ECE,23.96792221
84290,143.020296,-35.80230853,60,100,ECE,25.49064064
84290,143.020296,-35.80230853,100,200,ECE,27.68583107
84290,143.020296,-35.80230853,0,5,pHc,7.612279415
84290,143.020296,-35.80230853,5,15,pHc,7.756193638
84290,143.020296,-35.80230853,15,30,pHc,8.046230316
84290,143.020296,-35.80230853,30,60,pHc,8.360238075
84290,143.020296,-35.80230853,60,100,pHc,8.554735184
84290,143.020296,-35.80230853,100,200,pHc,8.611139297
84290,143.020296,-35.80230853,0,5,SND,56.18371964
84290,143.020296,-35.80230853,5,15,SND,53.72409439
84290,143.020296,-35.80230853,15,30,SND,47.98805237
84290,143.020296,-35.80230853,30,60,SND,40.00804901
84290,143.020296,-35.80230853,60,100,SND,39.03299332
84290,143.020296,-35.80230853,100,200,SND,40.07474899
84290,143.020296,-35.80230853,0,5,SLT,8.281620979
84290,143.020296,-35.80230853,5,15,SLT,8.231583595
84290,143.020296,-35.80230853,15,30,SLT,7.901647091
84290,143.020296,-35.80230853,30,60,SLT,7.465843678
84290,143.020296,-35.80230853,60,100,SLT,7.484554768
84290,143.020296,-35.80230853,100,200,SLT,7.860239983
84290,143.020296,-35.80230853,0,5,SOC,1.383345962
84290,143.020296,-35.80230853,5,15,SOC,0.914083779
84290,143.020296,-35.80230853,15,30,SOC,0.607132435
84290,143.020296,-35.80230853,30,60,SOC,0.410899401
84290,143.020296,-35.80230853,60,100,SOC,0.267730922
84290,143.020296,-35.80230853,100,200,SOC,0.17060779
84290,143.020296,-35.80230853,0,5,NTO,0.09697821
84290,143.020296,-35.80230853,5,15,NTO,0.081192672
84290,143.020296,-35.80230853,15,30,NTO,0.057325952
84290,143.020296,-35.80230853,30,60,NTO,0.037774354
84290,143.020296,-35.80230853,60,100,NTO,0.02582412
84290,143.020296,-35.80230853,100,200,NTO,0.021945169
84290,143.020296,-35.80230853,0,5,PTO,0.025224375
84290,143.020296,-35.80230853,5,15,PTO,0.024215991
84290,143.020296,-35.80230853,15,30,PTO,0.021473194
84290,143.020296,-35.80230853,30,60,PTO,0.01954212
84290,143.020296,-35.80230853,60,100,PTO,0.019204346
84290,143.020296,-35.80230853,100,200,PTO,0.01697368
85562,142.9564482,-35.80296373,0,5,AWC,13.13724136
85562,142.9564482,-35.80296373,5,15,AWC,13.43756008
85562,142.9564482,-35.80296373,15,30,AWC,14.11959743
85562,142.9564482,-35.80296373,30,60,AWC,14.59120178
85562,142.9564482,-35.80296373,60,100,AWC,14.5661478
85562,142.9564482,-35.80296373,100,200,AWC,14.25442982
85562,142.9564482,-35.80296373,0,5,BDW,1.381586552
85562,142.9564482,-35.80296373,5,15,BDW,1.407441497
85562,142.9564482,-35.80296373,15,30,BDW,1.42451334
85562,142.9564482,-35.80296373,30,60,BDW,1.411402464
85562,142.9564482,-35.80296373,60,100,BDW,1.438772798
85562,142.9564482,-35.80296373,100,200,BDW,1.464143157
85562,142.9564482,-35.80296373,0,5,CLY,28.69807434
85562,142.9564482,-35.80296373,5,15,CLY,30.75089073
85562,142.9564482,-35.80296373,15,30,CLY,35.64979553
85562,142.9564482,-35.80296373,30,60,CLY,38.23165894
85562,142.9564482,-35.80296373,60,100,CLY,40.27215195
85562,142.9564482,-35.80296373,100,200,CLY,39.34368896
85562,142.9564482,-35.80296373,0,999,DER,96.30288696
85562,142.9564482,-35.80296373,0,5,DES,1
85562,142.9564482,-35.80296373,0,200,DES,1.167205572
85562,142.9564482,-35.80296373,5,15,DES,1
85562,142.9564482,-35.80296373,15,30,DES,1
85562,142.9564482,-35.80296373,30,60,DES,1
85562,142.9564482,-35.80296373,60,100,DES,1
85562,142.9564482,-35.80296373,100,200,DES,1
85562,142.9564482,-35.80296373,0,5,ECE,20.43238258
85562,142.9564482,-35.80296373,5,15,ECE,20.11019516
85562,142.9564482,-35.80296373,15,30,ECE,19.74624634
85562,142.9564482,-35.80296373,30,60,ECE,20.9831543
85562,142.9564482,-35.80296373,60,100,ECE,22.29663277
85562,142.9564482,-35.80296373,100,200,ECE,24.16835594
85562,142.9564482,-35.80296373,0,5,pHc,7.500321865
85562,142.9564482,-35.80296373,5,15,pHc,7.645425797
85562,142.9564482,-35.80296373,15,30,pHc,7.962441921
85562,142.9564482,-35.80296373,30,60,pHc,8.330149651
85562,142.9564482,-35.80296373,60,100,pHc,8.54222393
85562,142.9564482,-35.80296373,100,200,pHc,8.583575249
85562,142.9564482,-35.80296373,0,5,SND,61.34545135
85562,142.9564482,-35.80296373,5,15,SND,59.54643631
85562,142.9564482,-35.80296373,15,30,SND,54.86014175
85562,142.9564482,-35.80296373,30,60,SND,49.12220001
85562,142.9564482,-35.80296373,60,100,SND,44.60191727
85562,142.9564482,-35.80296373,100,200,SND,45.11484146
85562,142.9564482,-35.80296373,0,5,SLT,8.621562958
85562,142.9564482,-35.80296373,5,15,SLT,8.575573921
85562,142.9564482,-35.80296373,15,30,SLT,8.246293068
85562,142.9564482,-35.80296373,30,60,SLT,7.816342831
85562,142.9564482,-35.80296373,60,100,SLT,7.862081051
85562,142.9564482,-35.80296373,100,200,SLT,8.299825668
85562,142.9564482,-35.80296373,0,5,SOC,1.383963704
85562,142.9564482,-35.80296373,5,15,SOC,0.846179068
85562,142.9564482,-35.80296373,15,30,SOC,0.544197083
85562,142.9564482,-35.80296373,30,60,SOC,0.41527459
85562,142.9564482,-35.80296373,60,100,SOC,0.272346318
85562,142.9564482,-35.80296373,100,200,SOC,0.174019054
85562,142.9564482,-35.80296373,0,5,NTO,0.095286392
85562,142.9564482,-35.80296373,5,15,NTO,0.081367396
85562,142.9564482,-35.80296373,15,30,NTO,0.057126649
85562,142.9564482,-35.80296373,30,60,NTO,0.038027789
85562,142.9564482,-35.80296373,60,100,NTO,0.026747653
85562,142.9564482,-35.80296373,100,200,NTO,0.022374421
85562,142.9564482,-35.80296373,0,5,PTO,0.02794509
85562,142.9564482,-35.80296373,5,15,PTO,0.026920697
85562,142.9564482,-35.80296373,15,30,PTO,0.024066854
85562,142.9564482,-35.80296373,30,60,PTO,0.02178237
85562,142.9564482,-35.80296373,60,100,PTO,0.020699801
85562,142.9564482,-35.80296373,100,200,PTO,0.018680312
85869,143.039154,-35.80296373,0,5,AWC,12.90815067
85869,143.039154,-35.80296373,5,15,AWC,13.22645569
85869,143.039154,-35.80296373,15,30,AWC,13.80253506
85869,143.039154,-35.80296373,30,60,AWC,14.07474422
85869,143.039154,-35.80296373,60,100,AWC,13.85661602
85869,143.039154,-35.80296373,100,200,AWC,13.50315762
85869,143.039154,-35.80296373,0,5,BDW,1.38130784
85869,143.039154,-35.80296373,5,15,BDW,1.407897949
85869,143.039154,-35.80296373,15,30,BDW,1.424396873
85869,143.039154,-35.80296373,30,60,BDW,1.410151601
85869,143.039154,-35.80296373,60,100,BDW,1.43824172
85869,143.039154,-35.80296373,100,200,BDW,1.46645236
85869,143.039154,-35.80296373,0,5,CLY,24.73775482
85869,143.039154,-35.80296373,5,15,CLY,27.26102638
85869,143.039154,-35.80296373,15,30,CLY,33.00049591
85869,143.039154,-35.80296373,30,60,CLY,35.78762054
85869,143.039154,-35.80296373,60,100,CLY,37.49197388
85869,143.039154,-35.80296373,100,200,CLY,36.63800812
85869,143.039154,-35.80296373,0,999,DER,96.36553192
85869,143.039154,-35.80296373,0,5,DES,1
85869,143.039154,-35.80296373,0,200,DES,1.15367496
85869,143.039154,-35.80296373,5,15,DES,1
85869,143.039154,-35.80296373,15,30,DES,1
85869,143.039154,-35.80296373,30,60,DES,1
85869,143.039154,-35.80296373,60,100,DES,1
85869,143.039154,-35.80296373,100,200,DES,1
85869,143.039154,-35.80296373,0,5,ECE,21.07185555
85869,143.039154,-35.80296373,5,15,ECE,20.75053215
85869,143.039154,-35.80296373,15,30,ECE,20.40398216
85869,143.039154,-35.80296373,30,60,ECE,21.70103264
85869,143.039154,-35.80296373,60,100,ECE,23.09666634
85869,143.039154,-35.80296373,100,200,ECE,25.20219994
85869,143.039154,-35.80296373,0,5,pHc,7.682225704
85869,143.039154,-35.80296373,5,15,pHc,7.824658871
85869,143.039154,-35.80296373,15,30,pHc,8.087409973
85869,143.039154,-35.80296373,30,60,pHc,8.3627882
85869,143.039154,-35.80296373,60,100,pHc,8.555221558
85869,143.039154,-35.80296373,100,200,pHc,8.612874985
85869,143.039154,-35.80296373,0,5,SND,60.20184708
85869,143.039154,-35.80296373,5,15,SND,57.9382782
85869,143.039154,-35.80296373,15,30,SND,52.45757675
85869,143.039154,-35.80296373,30,60,SND,45.98499298
85869,143.039154,-35.80296373,60,100,SND,44.11891937
85869,143.039154,-35.80296373,100,200,SND,44.50256348
85869,143.039154,-35.80296373,0,5,SLT,7.271088123
85869,143.039154,-35.80296373,5,15,SLT,7.225759029
85869,143.039154,-35.80296373,15,30,SLT,6.919016838
85869,143.039154,-35.80296373,30,60,SLT,6.515937328
85869,143.039154,-35.80296373,60,100,SLT,6.543856621
85869,143.039154,-35.80296373,100,200,SLT,6.917873859
85869,143.039154,-35.80296373,0,5,SOC,1.268821597
85869,143.039154,-35.80296373,5,15,SOC,0.820489287
85869,143.039154,-35.80296373,15,30,SOC,0.529283047
85869,143.039154,-35.80296373,30,60,SOC,0.384776503
85869,143.039154,-35.80296373,60,100,SOC,0.253129691
85869,143.039154,-35.80296373,100,200,SOC,0.163289666
85869,143.039154,-35.80296373,0,5,NTO,0.092354327
85869,143.039154,-35.80296373,5,15,NTO,0.077359065
85869,143.039154,-35.80296373,15,30,NTO,0.056041323
85869,143.039154,-35.80296373,30,60,NTO,0.036925644
85869,143.039154,-35.80296373,60,100,NTO,0.025028378
85869,143.039154,-35.80296373,100,200,NTO,0.020926546
85869,143.039154,-35.80296373,0,5,PTO,0.026859529
85869,143.039154,-35.80296373,5,15,PTO,0.025878703
85869,143.039154,-35.80296373,15,30,PTO,0.023033746
85869,143.039154,-35.80296373,30,60,PTO,0.021136656
85869,143.039154,-35.80296373,60,100,PTO,0.020879844
85869,143.039154,-35.80296373,100,200,PTO,0.018631985
86736,143.0017074,-35.80340053,0,5,AWC,16.78199196
86736,143.0017074,-35.80340053,5,15,AWC,17.01968193
86736,143.0017074,-35.80340053,15,30,AWC,17.31292152
86736,143.0017074,-35.80340053,30,60,AWC,17.09655762
86736,143.0017074,-35.80340053,60,100,AWC,16.51119232
86736,143.0017074,-35.80340053,100,200,AWC,15.83291435
86736,143.0017074,-35.80340053,0,5,BDW,1.34863317
86736,143.0017074,-35.80340053,5,15,BDW,1.375488043
86736,143.0017074,-35.80340053,15,30,BDW,1.392388582
86736,143.0017074,-35.80340053,30,60,BDW,1.380791306
