"SiteID","Easting","Northing","Depth","Stratify","Transect","Clay","pH","AACN","Elevation","Hillshading","Landsat_Band1","Light_insolation","Mid_Slope_Positon","MRVBF","NDVI","Slope","Terrain_Ruggedness_Index","TWI"
"h013",151.307216,-32.81421529,0.92,2,5,49,6.85,16.5808696746826,109.359580993652,7.20027303695679,45.7385673522949,1634.25512695312,0.345696151256561,0.360462367534637,-0.137127369642258,5.9484601020813,4.68933534622192,14.0039463043213
"h014",151.3088336,-32.81395757,0.14,2,5,10,6.06,9.21948432922363,100.283042907715,3.4968683719635,50.5557060241699,1671.71923828125,0.840574145317078,2.49006986618042,-0.193168565630913,3.19031596183777,2.34960794448853,16.5020656585693
"h014",151.3088336,-32.81395757,0.64,2,5,49,6.18,9.21948432922363,100.283042907715,3.4968683719635,50.5557060241699,1671.71923828125,0.840574145317078,2.49006986618042,-0.193168565630913,3.19031596183777,2.34960794448853,16.5020656585693
"h015",151.3098754,-32.8170381,0.17,2,5,34,7.8,39.1117935180664,131.053283691406,2.4528751373291,45.1757125854492,1749.60266113281,0.833162188529968,0.023796396329999,-0.142410457134247,2.97778391838074,6.02046012878418,9.72551345825195
"h015",151.3098754,-32.8170381,0.51,2,5,14,7.92,39.1117935180664,131.053283691406,2.4528751373291,45.1757125854492,1749.60266113281,0.833162188529968,0.023796396329999,-0.142410457134247,2.97778391838074,6.02046012878418,9.72551345825195
"h015",151.3098754,-32.8170381,0.83,2,5,34,8.34,39.1117935180664,131.053283691406,2.4528751373291,45.1757125854492,1749.60266113281,0.833162188529968,0.023796396329999,-0.142410457134247,2.97778391838074,6.02046012878418,9.72551345825195
"h016",151.3106999,-32.81636379,0.13,2,5,34,8.02,33.0436859130859,123.854705810547,4.26820087432861,43.8330574035645,1785.45947265625,0.741998136043549,0.0549754500389099,-0.141458511352539,5.49659061431885,5.87506341934204,10.1887359619141
"h016",151.3106999,-32.81636379,0.3,2,5,32,8.21,33.0436859130859,123.854705810547,4.26820087432861,43.8330574035645,1785.45947265625,0.741998136043549,0.0549754500389099,-0.141458511352539,5.49659061431885,5.87506341934204,10.1887359619141
"h016",151.3106999,-32.81636379,0.67,2,5,21,8.83,33.0436859130859,123.854705810547,4.26820087432861,43.8330574035645,1785.45947265625,0.741998136043549,0.0549754500389099,-0.141458511352539,5.49659061431885,5.87506341934204,10.1887359619141
"h017",151.3114102,-32.81551657,0.13,2,5,49,8.88,24.4812183380127,114.035949707031,4.86525583267212,41.0445976257324,1799.21765136719,0.509493410587311,0.142559424042702,-0.109484679996967,6.24010276794434,4.98848104476929,11.8701553344727
"h017",151.3114102,-32.81551657,0.39,2,5,40,9.08,24.4812183380127,114.035949707031,4.86525583267212,41.0445976257324,1799.21765136719,0.509493410587311,0.142559424042702,-0.109484679996967,6.24010276794434,4.98848104476929,11.8701553344727
"h017",151.3114102,-32.81551657,0.76,2,5,34,9.11,24.4812183380127,114.035949707031,4.86525583267212,41.0445976257324,1799.21765136719,0.509493410587311,0.142559424042702,-0.109484679996967,6.24010276794434,4.98848104476929,11.8701553344727
"h018",151.3118653,-32.81517096,0.19,2,5,57,8.29,20.072582244873,108.880836486816,4.05847883224487,43.2187347412109,1773.85485839844,0.260036051273346,0.200819760560989,-0.125197216868401,4.67211580276489,4.52110242843628,13.0279064178467
"h018",151.3118653,-32.81517096,0.42,2,5,34,8.61,20.072582244873,108.880836486816,4.05847883224487,43.2187347412109,1773.85485839844,0.260036051273346,0.200819760560989,-0.125197216868401,4.67211580276489,4.52110242843628,13.0279064178467
"h018",151.3118653,-32.81517096,0.61,2,5,49,8.52,20.072582244873,108.880836486816,4.05847883224487,43.2187347412109,1773.85485839844,0.260036051273346,0.200819760560989,-0.125197216868401,4.67211580276489,4.52110242843628,13.0279064178467
"h018",151.3118653,-32.81517096,0.88,2,5,NA,8.65,20.072582244873,108.880836486816,4.05847883224487,43.2187347412109,1773.85485839844,0.260036051273346,0.200819760560989,-0.125197216868401,4.67211580276489,4.52110242843628,13.0279064178467
"h019",151.3123873,-32.81468196,0.08,2,5,45,8.78,15.4402475357056,103.505027770996,4.06888389587402,57.4438629150391,1756.35717773438,0.192119494080544,0.190317735075951,-0.143994599580765,4.3346586227417,3.76782464981079,14.2678375244141
"h019",151.3123873,-32.81468196,0.3,2,5,57,8.06,15.4402475357056,103.505027770996,4.06888389587402,57.4438629150391,1756.35717773438,0.192119494080544,0.190317735075951,-0.143994599580765,4.3346586227417,3.76782464981079,14.2678375244141
"h019",151.3123873,-32.81468196,0.72,2,5,49,8.72,15.4402475357056,103.505027770996,4.06888389587402,57.4438629150391,1756.35717773438,0.192119494080544,0.190317735075951,-0.143994599580765,4.3346586227417,3.76782464981079,14.2678375244141
"h020",151.3128916,-32.81399429,0.1,2,5,40,8.9,11.1716117858887,98.5823822021484,3.37227272987366,61.2377319335938,1753.166015625,0.570498883724213,0.306303292512894,-0.176469773054123,3.65538954734802,3.02996039390564,15.2740068435669
"h020",151.3128916,-32.81399429,0.35,2,5,49,8.72,11.1716117858887,98.5823822021484,3.37227272987366,61.2377319335938,1753.166015625,0.570498883724213,0.306303292512894,-0.176469773054123,3.65538954734802,3.02996039390564,15.2740068435669
"h020",151.3128916,-32.81399429,0.7,2,5,49,8.79,11.1716117858887,98.5823822021484,3.37227272987366,61.2377319335938,1753.166015625,0.570498883724213,0.306303292512894,-0.176469773054123,3.65538954734802,3.02996039390564,15.2740068435669
"h021",151.313653,-32.81269679,0.1,2,5,45,8.54,5.25394582748413,91.1026840209961,1.05654418468475,51.7894630432129,1719.8251953125,0.850850164890289,3.87578988075256,-0.210797995328903,1.11853671073914,1.13874101638794,17.5285930633545
"h021",151.313653,-32.81269679,0.6,2,5,49,8.81,5.25394582748413,91.1026840209961,1.05654418468475,51.7894630432129,1719.8251953125,0.850850164890289,3.87578988075256,-0.210797995328903,1.11853671073914,1.13874101638794,17.5285930633545
"h022",151.3206821,-32.81432453,0.06,2,5,22,5.6,39.3749694824219,120.996292114258,1.28434193134308,52.9424858093262,1708.76293945312,0.843932867050171,0.0281305108219385,-0.187008813023567,1.2733405828476,3.11064457893372,11.0569410324097
"h022",151.3206821,-32.81432453,0.21,2,5,49,5.44,39.3749694824219,120.996292114258,1.28434193134308,52.9424858093262,1708.76293945312,0.843932867050171,0.0281305108219385,-0.187008813023567,1.2733405828476,3.11064457893372,11.0569410324097
"h022",151.3206821,-32.81432453,0.5,2,5,49,5.37,39.3749694824219,120.996292114258,1.28434193134308,52.9424858093262,1708.76293945312,0.843932867050171,0.0281305108219385,-0.187008813023567,1.2733405828476,3.11064457893372,11.0569410324097
"h022",151.3206821,-32.81432453,0.84,2,5,32,5.26,39.3749694824219,120.996292114258,1.28434193134308,52.9424858093262,1708.76293945312,0.843932867050171,0.0281305108219385,-0.187008813023567,1.2733405828476,3.11064457893372,11.0569410324097
"h023",151.319197,-32.81548609,0.14,2,5,21,5.49,33.2937278747559,116.669448852539,2.99549746513367,61.081127166748,1708.21423339844,0.643538177013397,0.241440877318382,-0.173493787646294,3.61432909965515,2.9918098449707,11.0204677581787
"h023",151.319197,-32.81548609,0.39,2,5,49,6.6,33.2937278747559,116.669448852539,2.99549746513367,61.081127166748,1708.21423339844,0.643538177013397,0.241440877318382,-0.173493787646294,3.61432909965515,2.9918098449707,11.0204677581787
"h023",151.319197,-32.81548609,0.63,2,5,57,6.49,33.2937278747559,116.669448852539,2.99549746513367,61.081127166748,1708.21423339844,0.643538177013397,0.241440877318382,-0.173493787646294,3.61432909965515,2.9918098449707,11.0204677581787
"h023",151.319197,-32.81548609,0.89,2,5,45,6.34,33.2937278747559,116.669448852539,2.99549746513367,61.081127166748,1708.21423339844,0.643538177013397,0.241440877318382,-0.173493787646294,3.61432909965515,2.9918098449707,11.0204677581787
"h024",151.318467,-32.81568372,0.1,2,5,21,5.81,27.1423358917236,111.216995239258,2.85849022865295,53.3091011047363,1734.00512695312,0.266195774078369,1.59757101535797,-0.182499602437019,3.55186128616333,2.89615488052368,11.9265947341919
"h024",151.318467,-32.81568372,0.24,2,5,22,6.25,27.1423358917236,111.216995239258,2.85849022865295,53.3091011047363,1734.00512695312,0.266195774078369,1.59757101535797,-0.182499602437019,3.55186128616333,2.89615488052368,11.9265947341919
"h024",151.318467,-32.81568372,0.49,2,5,57,6.49,27.1423358917236,111.216995239258,2.85849022865295,53.3091011047363,1734.00512695312,0.266195774078369,1.59757101535797,-0.182499602437019,3.55186128616333,2.89615488052368,11.9265947341919
"h024",151.318467,-32.81568372,0.82,2,5,57,5.53,27.1423358917236,111.216995239258,2.85849022865295,53.3091011047363,1734.00512695312,0.266195774078369,1.59757101535797,-0.182499602437019,3.55186128616333,2.89615488052368,11.9265947341919
"h025",151.3169952,-32.81500555,0.06,2,5,34,5.3,19.8426666259766,104.504440307617,2.43590712547302,57.1007347106934,1728.77136230469,0.316885322332382,1.78654086589813,-0.181803822517395,2.92421460151672,2.94089365005493,13.6741399765015
"h025",151.3169952,-32.81500555,0.14,2,5,57,6.36,19.8426666259766,104.504440307617,2.43590712547302,57.1007347106934,1728.77136230469,0.316885322332382,1.78654086589813,-0.181803822517395,2.92421460151672,2.94089365005493,13.6741399765015
"h025",151.3169952,-32.81500555,0.29,2,5,57,5.86,19.8426666259766,104.504440307617,2.43590712547302,57.1007347106934,1728.77136230469,0.316885322332382,1.78654086589813,-0.181803822517395,2.92421460151672,2.94089365005493,13.6741399765015
"h025",151.3169952,-32.81500555,0.57,2,5,57,5.65,19.8426666259766,104.504440307617,2.43590712547302,57.1007347106934,1728.77136230469,0.316885322332382,1.78654086589813,-0.181803822517395,2.92421460151672,2.94089365005493,13.6741399765015
"h025",151.3169952,-32.81500555,0.86,2,5,57,5.07,19.8426666259766,104.504440307617,2.43590712547302,57.1007347106934,1728.77136230469,0.316885322332382,1.78654086589813,-0.181803822517395,2.92421460151672,2.94089365005493,13.6741399765015
"h026",151.3159913,-32.81500107,0.09,2,5,34,5.62,14.7245759963989,100.204299926758,2.08630466461182,56.5160636901855,1725.42041015625,0.555268585681915,1.69843804836273,-0.180235490202904,2.45628833770752,2.43020415306091,15.1199398040771
"h026",151.3159913,-32.81500107,0.25,2,5,21,6.94,14.7245759963989,100.204299926758,2.08630466461182,56.5160636901855,1725.42041015625,0.555268585681915,1.69843804836273,-0.180235490202904,2.45628833770752,2.43020415306091,15.1199398040771
"h026",151.3159913,-32.81500107,0.59,2,5,57,6.92,14.7245759963989,100.204299926758,2.08630466461182,56.5160636901855,1725.42041015625,0.555268585681915,1.69843804836273,-0.180235490202904,2.45628833770752,2.43020415306091,15.1199398040771
"h026",151.3159913,-32.81500107,0.94,2,5,57,6.32,14.7245759963989,100.204299926758,2.08630466461182,56.5160636901855,1725.42041015625,0.555268585681915,1.69843804836273,-0.180235490202904,2.45628833770752,2.43020415306091,15.1199398040771
"h027",151.3157915,-32.81483604,0.12,2,5,34,6.03,13.2574005126953,98.810188293457,1.90670526027679,53.7191123962402,1722.84619140625,0.629094362258911,2.07430624961853,-0.206539765000343,2.21344399452209,2.11443829536438,15.4979467391968
"h027",151.3157915,-32.81483604,0.29,2,5,34,5.52,13.2574005126953,98.810188293457,1.90670526027679,53.7191123962402,1722.84619140625,0.629094362258911,2.07430624961853,-0.206539765000343,2.21344399452209,2.11443829536438,15.4979467391968
"h027",151.3157915,-32.81483604,0.62,2,5,57,7.03,13.2574005126953,98.810188293457,1.90670526027679,53.7191123962402,1722.84619140625,0.629094362258911,2.07430624961853,-0.206539765000343,2.21344399452209,2.11443829536438,15.4979467391968
"h028",151.3143998,-32.8150067,0.12,2,5,34,6.6,8.56071376800537,95.3222122192383,1.16472315788269,58.2337226867676,1716.03662109375,0.791601538658142,3.62408375740051,-0.185279861092567,1.30176723003387,1.75057661533356,16.8286266326904
"h028",151.3143998,-32.8150067,0.31,2,5,24,6.19,8.56071376800537,95.3222122192383,1.16472315788269,58.2337226867676,1716.03662109375,0.791601538658142,3.62408375740051,-0.185279861092567,1.30176723003387,1.75057661533356,16.8286266326904
"h028",151.3143998,-32.8150067,0.51,2,5,57,6.86,8.56071376800537,95.3222122192383,1.16472315788269,58.2337226867676,1716.03662109375,0.791601538658142,3.62408375740051,-0.185279861092567,1.30176723003387,1.75057661533356,16.8286266326904
"h028",151.3143998,-32.8150067,0.82,2,5,57,7.09,8.56071376800537,95.3222122192383,1.16472315788269,58.2337226867676,1716.03662109375,0.791601538658142,3.62408375740051,-0.185279861092567,1.30176723003387,1.75057661533356,16.8286266326904
"h029",151.319994,-32.81399963,0.09,2,5,23,6.48,39.1892318725586,121.069145202637,0.449674159288406,55.4253845214844,1713.85522460938,0.821053206920624,0.0262894276529551,-0.207010328769684,0.472878307104111,1.61158502101898,11.5633363723755
"h029",151.319994,-32.81399963,0.28,2,5,22,7.37,39.1892318725586,121.069145202637,0.449674159288406,55.4253845214844,1713.85522460938,0.821053206920624,0.0262894276529551,-0.207010328769684,0.472878307104111,1.61158502101898,11.5633363723755
"h029",151.319994,-32.81399963,0.47,2,5,32,6.76,39.1892318725586,121.069145202637,0.449674159288406,55.4253845214844,1713.85522460938,0.821053206920624,0.0262894276529551,-0.207010328769684,0.472878307104111,1.61158502101898,11.5633363723755
"h030",151.3193953,-32.81630046,0.06,2,5,40,6.24,32.7325325012207,116.306251525879,1.68974006175995,56.6339225769043,1688.79150390625,0.669863164424896,0.0566075593233109,-0.155677825212479,1.64543533325195,2.11185240745544,12.0932722091675
"h030",151.3193953,-32.81630046,0.27,2,5,40,6.17,32.7325325012207,116.306251525879,1.68974006175995,56.6339225769043,1688.79150390625,0.669863164424896,0.0566075593233109,-0.155677825212479,1.64543533325195,2.11185240745544,12.0932722091675
"h030",151.3193953,-32.81630046,0.53,2,5,45,6.2,32.7325325012207,116.306251525879,1.68974006175995,56.6339225769043,1688.79150390625,0.669863164424896,0.0566075593233109,-0.155677825212479,1.64543533325195,2.11185240745544,12.0932722091675
"h030",151.3193953,-32.81630046,0.66,2,5,49,5.21,32.7325325012207,116.306251525879,1.68974006175995,56.6339225769043,1688.79150390625,0.669863164424896,0.0566075593233109,-0.155677825212479,1.64543533325195,2.11185240745544,12.0932722091675
"h030",151.3193953,-32.81630046,0.76,2,5,NA,6.49,32.7325325012207,116.306251525879,1.68974006175995,56.6339225769043,1688.79150390625,0.669863164424896,0.0566075593233109,-0.155677825212479,1.64543533325195,2.11185240745544,12.0932722091675
"h031",151.3195939,-32.8188014,0.09,2,5,40,7.57,25.6153316497803,110.407859802246,1.73950660228729,50.1221084594727,1698.56530761719,0.479393571615219,1.35233271121979,-0.178003638982773,1.70180022716522,2.39747881889343,12.422513961792
"h031",151.3195939,-32.8188014,0.27,2,5,40,7.52,25.6153316497803,110.407859802246,1.73950660228729,50.1221084594727,1698.56530761719,0.479393571615219,1.35233271121979,-0.178003638982773,1.70180022716522,2.39747881889343,12.422513961792
"h031",151.3195939,-32.8188014,0.54,2,5,40,6.09,25.6153316497803,110.407859802246,1.73950660228729,50.1221084594727,1698.56530761719,0.479393571615219,1.35233271121979,-0.178003638982773,1.70180022716522,2.39747881889343,12.422513961792
