"SiteID","Easting","Northing","Depth","Stratify","Transect","RockFrag","pH_H2O","EC","OC","P_Olsen","PBI","Exch_Ca","Exch_Mg","Exch_K","Exch_Na","Exch_Acid","Exch_Sum","ECEC","BaseSat","ESP","Ca_Mg","ECEC_Clay","Sand","Silt","Clay"
1195,818025,2287005,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,818025,2287005,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,818025,2287005,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,818025,2287005,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,818025,2287005,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,818023,2287001,5,4,1195,40,7.67,0.143,1.11,NA,50,8.48,NA,NA,NA,NA,13.02,13.03,100,0.37,8.7,1.9,68.2,31.4,0.4
1196,818023,2287001,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,818023,2287001,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,818023,2287001,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,818023,2287001,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,818023,2287001,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,818003,2286960,5,4,1195,3,7.71,0.139,1.19,NA,58,9.15,NA,NA,NA,NA,13.5,13.72,100,0.54,8.2,2.34,61.4,34,4.5
1197,818003,2286960,15,4,1195,3,8.02,0.146,1.05,NA,72,10.8,NA,NA,NA,NA,16.02,16.31,100,1.58,8.1,2.29,66.3,30.7,3
1197,818003,2286960,25,4,1195,20,8.2,0.131,0.64,NA,94,9.82,NA,NA,NA,NA,17.3,17.46,100,2.04,6,2.38,53.3,34.9,11.8
1197,818003,2286960,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,818003,2286960,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,818003,2286960,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,817928,2286830,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,817928,2286830,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,817928,2286830,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,817928,2286830,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,817928,2286830,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,817928,2286830,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,817783,2286567,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,817783,2286567,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,817783,2286567,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,817783,2286567,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,817783,2286567,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,817783,2286567,NA,4,1195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,832363,2285926,5,5,1200,0,9.91,0.64,0.74,NA,68,6.2,NA,NA,NA,NA,5.31,6.2,100,51.69,3.7,0.46,29.4,41.9,28.7
1200,832363,2285926,15,5,1200,0,9.67,0.765,0.88,NA,77,6.87,NA,NA,NA,NA,7.31,8.13,100,55.22,4.3,0.37,22.1,41.4,36.4
1200,832363,2285926,25,5,1200,0,9.12,0.665,0.81,NA,75,5.12,NA,NA,NA,NA,6.95,7.73,100,32.89,3.5,0.45,26.8,39.5,33.7
1200,832363,2285926,40,5,1200,0,9.45,1.027,0.63,3.8,76,0.41,0.34,0.09,2.28,0,3.11,3.11,100,73.12,1.2,0.09,16.2,49.1,34.7
1200,832363,2285926,60,5,1200,0,8.43,0.477,0.61,NA,71,6.1,NA,NA,NA,NA,8.12,8.58,100,10.39,3.6,0.41,28.7,40.8,30.5
1200,832363,2285926,85,5,1200,0,8.44,0.305,0.56,NA,78,5.57,NA,NA,NA,NA,8.52,9,100,6.68,3.2,0.47,33.3,38.6,28.1
1201,832368,2285926,5,5,1200,0,9.63,0.774,0.71,NA,77,4.75,NA,NA,NA,NA,5.38,6.29,100,54.66,3.9,0.51,26.4,40.5,33.1
1201,832368,2285926,15,5,1200,0,9.54,0.865,0.75,NA,75,6.47,NA,NA,NA,NA,5.39,6.24,100,58.33,4.3,0.44,26.1,42.3,31.6
1201,832368,2285926,25,5,1200,0,9.46,0.989,0.79,NA,73,7.28,NA,NA,NA,NA,6.75,7.51,100,63.91,3.7,0.4,21.4,41,37.6
1201,832368,2285926,40,5,1200,70,9.47,0.799,0.54,NA,82,6.96,NA,NA,NA,NA,6.17,6.96,100,51.35,2.9,0.51,30.6,40.4,29
1201,832368,2285926,60,5,1200,70,9.27,0.54,0.36,NA,123,6.35,NA,NA,NA,NA,8.13,8.68,100,29.45,0.9,0.44,28.9,38.7,32.5
1201,832368,2285926,85,5,1200,30,8.69,0.36,0.3,NA,72,4.35,NA,NA,NA,NA,4.18,4.9,100,11.18,2,0.52,36.7,36.7,26.5
1202,832414,2285927,5,5,1200,0,10.02,0.988,0.49,NA,42,6.58,NA,NA,NA,NA,NA,1.59,100,86.74,4.6,0.5,45.3,38.8,15.9
1202,832414,2285927,15,5,1200,0,10.11,1.09,0.42,NA,50,4.19,NA,NA,NA,NA,NA,NA,100,100,3.1,0.46,45.3,38.1,16.6
1202,832414,2285927,25,5,1200,0,10.01,0.903,0.41,NA,57,3.92,NA,NA,NA,NA,1.69,2.6,100,78.49,3.3,0.48,41.4,37.7,20.9
1202,832414,2285927,40,5,1200,0,9.78,0.659,0.81,NA,73,7.77,NA,NA,NA,NA,6.43,7.22,100,49.94,2.9,0.41,28.1,39.3,32.7
1202,832414,2285927,60,5,1200,0,9.57,0.332,0.5,NA,71,4.52,NA,NA,NA,NA,3.78,4.62,100,20.63,2.8,0.43,29.2,40,30.9
1202,832414,2285927,85,5,1200,0,9.13,0.33,0.46,NA,70,5,NA,NA,NA,NA,4.64,5.35,100,15.33,2.5,0.4,27.7,40.5,31.7
1203,832568,2285947,5,5,1200,0,7.94,0.138,1.03,NA,85,9.4,NA,NA,NA,NA,11.01,11.53,100,1.29,4.3,0.4,28.1,37.9,34
1203,832568,2285947,15,5,1200,0,8.12,0.115,0.94,NA,89,8.03,NA,NA,NA,NA,12.39,12.79,100,1.68,4.3,0.41,30.3,36.2,33.5
1203,832568,2285947,25,5,1200,0,8.09,0.088,0.77,NA,91,11.66,NA,NA,NA,NA,12.11,12.7,100,1.42,4.1,0.41,24.2,36,39.8
1203,832568,2285947,40,5,1200,0,8.23,0.092,0.73,NA,95,9.32,NA,NA,NA,NA,11.78,12.31,100,1.61,3.2,0.47,24.5,36.9,38.6
1203,832568,2285947,60,5,1200,0,8.27,0.255,0.6,NA,73,7.13,NA,NA,NA,NA,9.64,10.28,100,4.12,4,0.44,29.8,35.8,34.3
1203,832568,2285947,85,5,1200,0,8.49,0.168,0.43,NA,74,6.34,NA,NA,NA,NA,9.72,10.32,100,3.8,3.2,0.44,35.7,34.1,30.2
1204,832863,2285975,5,5,1200,0,6.83,0.14,1.36,NA,75,9.83,NA,NA,NA,NA,13.48,13.92,100,0,6.7,0.59,43.7,35.8,20.5
1204,832863,2285975,15,5,1200,0,7.02,0.083,0.58,NA,66,8.4,NA,NA,NA,NA,11.4,12.11,100,0.56,4.2,0.42,41.4,34.4,24.3
1204,832863,2285975,25,5,1200,0,7.73,0.129,0.5,NA,68,7.14,NA,NA,NA,NA,10.51,11.12,100,0.7,3.6,0.39,40.9,34.3,24.7
1204,832863,2285975,40,5,1200,0,8.96,0.387,0.19,NA,59,4.17,NA,NA,NA,NA,5.71,6.46,100,15.94,2.1,0.3,40.7,35.8,23.5
1204,832863,2285975,60,5,1200,5,9.29,0.945,0.23,NA,71,5.21,NA,NA,NA,NA,6.53,7.52,100,54.3,2.7,0.31,32,35.2,32.8
1204,832863,2285975,85,5,1200,3,9.11,2.35,0.09,NA,63,3.21,NA,NA,NA,NA,3.72,4.58,100,100,2.4,0.31,41.7,34.5,23.9
1205,833385,2285236,5,5,1205,0,6.66,0.362,0.85,NA,78,5.49,NA,NA,NA,NA,7.7,8.38,100,0,2.8,0.45,35.3,40,24.6
1205,833385,2285236,15,5,1205,0,6.81,0.322,0.88,NA,63,6.85,NA,NA,NA,NA,7.87,8.78,100,0,3.4,0.47,37.5,37.8,24.6
1205,833385,2285236,25,5,1205,0,7.61,0.439,0.81,NA,97,5.63,NA,NA,NA,NA,10.34,11.1,100,0,2.3,0.4,28.2,38,33.8
1205,833385,2285236,40,5,1205,0,8.5,0.334,0.51,NA,68,6.53,NA,NA,NA,NA,8.7,9.47,100,8.05,3.3,0.46,37.2,35.6,27.3
1205,833385,2285236,60,5,1205,0,8.75,0.439,0.54,NA,78,7.9,NA,NA,NA,NA,8.72,9.45,100,14.84,5.1,0.44,31.5,37.8,30.8
1205,833385,2285236,85,5,1205,2,9.31,0.387,0.41,6.7,117,2.2,0.46,0.07,0.61,0,3.33,3.33,100,18.2,4.8,0.11,24.2,46.3,29.6
1206,833382,2285240,5,5,1205,0,6.7,0.067,0.75,NA,68,6.52,NA,NA,NA,NA,7.52,8.3,100,1.18,2.9,0.36,37.2,39.1,23.7
1206,833382,2285240,15,5,1205,0,6.67,0.17,0.72,NA,65,6.93,NA,NA,NA,NA,7,7.79,100,0,3.1,0.51,37.9,38.8,23.3
1206,833382,2285240,25,5,1205,0,6.52,1.227,0.79,NA,87,8.52,NA,NA,NA,NA,10.2,10.82,100,0,3.3,0.39,27,38.1,35
1206,833382,2285240,40,5,1205,0,7.46,0.483,0.59,NA,76,5.67,NA,NA,NA,NA,7.81,8.48,100,0,2.9,0.29,29.7,38.6,31.7
1206,833382,2285240,60,5,1205,0,8.67,0.283,0.59,NA,71,9.65,NA,NA,NA,NA,7.7,8.4,100,8.39,5.4,0.58,31.3,39.6,29.1
1206,833382,2285240,85,5,1205,0,8.39,0.596,0.63,NA,66,10.42,NA,NA,NA,NA,7.79,8.51,100,12.09,6.3,0.44,32.4,39.3,28.3
1207,833358,2285275,5,5,1205,0,6,0.086,0.8,NA,74,8.2,NA,NA,NA,NA,10.34,10.88,100,0,3.3,0.29,32.1,39.3,28.6
1207,833358,2285275,15,5,1205,0,7.48,0.069,0.58,NA,82,7.37,NA,NA,NA,NA,11.34,12.01,100,1.19,2.9,0.42,31.3,36.3,32.4
1207,833358,2285275,25,5,1205,0,7.48,0.063,0.57,NA,79,6.08,NA,NA,NA,NA,11.21,11.86,100,1.31,3.4,0.32,33.4,35.7,30.9
1207,833358,2285275,40,5,1205,0,7.56,0.089,0.48,NA,77,8.66,NA,NA,NA,NA,10.76,11.46,100,0.88,2.4,0.39,33.3,36,30.7
1207,833358,2285275,60,5,1205,0,8.02,0.162,0.37,NA,77,7.45,NA,NA,NA,NA,10.8,11.52,100,1.65,3.9,0.38,32.2,36.2,31.6
1207,833358,2285275,85,5,1205,5,8.23,0.118,0.27,NA,89,7.62,NA,NA,NA,NA,11.14,11.73,100,1.96,2.8,0.31,26.2,38.3,35.4
1208,833277,2285402,5,5,1205,0,7.19,0.088,0.91,NA,67,8.32,NA,NA,NA,NA,10.59,11.22,100,0.52,5.3,0.35,34.8,34.6,30.6
1208,833277,2285402,15,5,1205,1,7.6,0.071,0.76,NA,83,8.03,NA,NA,NA,NA,11.27,11.55,100,1.18,4.6,0.36,30.6,37.6,31.8
1208,833277,2285402,25,5,1205,1,8.02,0.088,0.41,NA,86,7.5,NA,NA,NA,NA,9.88,10.19,100,1.35,2.7,0.39,28.2,36.8,35.1
1208,833277,2285402,40,5,1205,1,8.18,0.123,0.45,NA,79,6.81,NA,NA,NA,NA,10.22,11,100,1.9,2.5,0.44,33.9,33.8,32.3
1208,833277,2285402,60,5,1205,1,8.72,0.219,0.4,NA,72,6.72,NA,NA,NA,NA,9.36,9.99,100,6.63,2.3,0.33,32.4,34.3,33.3
1208,833277,2285402,85,5,1205,2,9.22,0.61,0.16,NA,79,2.88,NA,NA,NA,NA,4.67,5.32,100,32.4,0.1,0.41,32.6,35.4,31.9
1209,833115,2285657,5,5,1205,0,6.39,0.046,0.28,NA,54,5.49,NA,NA,NA,NA,5.41,5.93,100,2.6,2.5,0.26,41.7,37,21.3
1209,833115,2285657,15,5,1205,0,6.75,0.053,0.34,NA,72,3.78,NA,NA,NA,NA,7.61,8.13,100,1.92,1.8,0.25,35.9,36.4,27.7
1209,833115,2285657,25,5,1205,0,8.06,0.233,0.27,NA,60,6.02,NA,NA,NA,NA,6.9,7.54,100,2.23,2,0.25,35.3,36.2,28.5
1209,833115,2285657,40,5,1205,0,8.52,0.211,0.23,NA,63,3.8,NA,NA,NA,NA,8.15,8.84,100,5.06,2.4,0.36,34.2,34.4,31.4
1209,833115,2285657,60,5,1205,1,8.96,0.246,0.27,NA,65,4.21,NA,NA,NA,NA,6.4,7.26,100,9.5,1.9,0.32,32.8,33.7,33.6
1209,833115,2285657,80,5,1205,1,9.31,0.462,0.16,NA,64,4.2,NA,NA,NA,NA,5.93,6.76,100,25.52,1.7,0.36,35.6,32.8,31.7
1210,840073,2291025,5,6,1210,80,8.02,0.173,1.72,NA,94,19.95,NA,NA,NA,NA,21.78,21.4,100,1.69,12.9,1.77,60.4,36.1,3.5
1210,840073,2291025,15,6,1210,80,7.97,0.16,4.66,11,97,17.29,1.57,0.47,0.1,0,19.43,19.43,100,0.51,11,2.11,60.6,30.2,9.2
1210,840073,2291025,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,840073,2291025,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,840073,2291025,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,840073,2291025,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,840078,2291024,5,6,1210,20,7.96,0.163,1.66,NA,84,9.03,NA,NA,NA,NA,16.96,16.53,100,1.39,10.5,1.16,56.7,33.2,10.1
1211,840078,2291024,15,6,1210,40,8.29,0.133,1.4,NA,67,7.71,NA,NA,NA,NA,15.97,15.15,100,2.34,9.6,1.08,57.1,29,14
1211,840078,2291024,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,840078,2291024,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,840078,2291024,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,840078,2291024,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,840125,2291013,5,6,1210,70,6.23,0.073,2.07,NA,101,16.33,NA,NA,NA,NA,22.36,21.26,100,0.7,7.1,0.61,49.9,35,15.1
1212,840125,2291013,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,840125,2291013,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,840125,2291013,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,840125,2291013,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,840125,2291013,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,840265,2290957,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,840265,2290957,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,840265,2290957,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,840265,2290957,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,840265,2290957,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,840265,2290957,NA,6,1210,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,837212,2289947,5,6,1215,20,8.45,0.077,0.53,4.7,35,4.95,0.65,0.25,0.09,0,5.94,5.94,100,1.44,7.6,0.71,72.4,19.3,8.3
1215,837212,2289947,15,6,1215,10,8.25,0.105,0.51,NA,37,6.72,NA,NA,NA,NA,6.16,6.16,100,1.82,4.6,0.7,68.8,25.4,5.7
1215,837212,2289947,25,6,1215,30,8.35,0.093,0.37,NA,36,4.76,NA,NA,NA,NA,2.97,2.94,100,1.77,4,0.75,67.4,27.7,5
1215,837212,2289947,40,6,1215,50,8.32,0.119,0.42,NA,26,11.77,NA,NA,NA,NA,5.93,5.72,100,2.18,5.5,0.65,59.7,29.2,11.1
1215,837212,2289947,60,6,1215,20,8.58,0.088,0.19,2.3,83,7.13,1.83,0.17,0.1,0,9.23,9.23,100,1.07,3.9,0.42,45.7,32.4,22
1215,837212,2289947,NA,6,1215,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,837209,2289943,5,6,1215,0,7.86,0.093,0.42,NA,44,5.68,NA,NA,NA,NA,4.99,4.8,100,1.17,4.3,0.87,65.8,25.9,8.3
1216,837209,2289943,15,6,1215,5,8.04,0.096,0.22,NA,26,6.39,NA,NA,NA,NA,4.52,4.37,100,1.41,4.1,0.78,67.9,21.8,10.3
1216,837209,2289943,25,6,1215,10,7.97,0.104,0.05,NA,10,5.67,NA,NA,NA,NA,1.33,1.32,100,1.33,4,0.77,76.9,18.1,5
1216,837209,2289943,40,6,1215,5,8.15,0.106,0.23,NA,35,6.12,NA,NA,NA,NA,3.5,3.46,100,1.65,3.7,0.74,60.7,27,12.3
1216,837209,2289943,60,6,1215,15,8.32,0.109,0.13,NA,56,3.89,NA,NA,NA,NA,4.2,4.03,100,2.01,3.2,0.7,60.4,25.2,14.4
1216,837209,2289943,85,6,1215,10,8.24,0.117,NA,NA,18,4.18,NA,NA,NA,NA,NA,NA,100,1.97,3.7,0.7,73.1,20.3,6.6
1217,837172,2289897,5,6,1215,1,6.23,0.031,0.69,NA,33,5.5,NA,NA,NA,NA,5.25,4.86,100,3.87,3.4,0.42,60.4,32.5,7.1
1217,837172,2289897,15,6,1215,1,5.72,0.024,0.69,NA,43,5.3,NA,NA,NA,NA,6.49,6.06,100,5.33,2.9,0.38,62,30.3,7.7
1217,837172,2289897,25,6,1215,5,5.87,0.028,0.9,NA,61,5.19,NA,NA,NA,NA,7.94,7.67,100,4.69,2.3,0.47,55.1,31.9,13
1217,837172,2289897,37.5,6,1215,20,5.87,0.028,1.1,NA,76,5.5,NA,NA,NA,NA,10.43,9.98,100,4.69,2.4,0.41,50.3,35.3,14.4
1217,837172,2289897,NA,6,1215,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,837172,2289897,NA,6,1215,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,837195,2289748,5,6,1215,30,6.11,0.043,0.96,NA,53,6.14,NA,NA,NA,NA,6.69,6.06,100,3.08,5.4,0.55,56,32.7,11.3
1218,837195,2289748,15,6,1215,30,5.71,0.033,1.5,NA,75,6.33,NA,NA,NA,NA,10.59,10.11,100,4.47,5.6,0.61,51.9,36.7,11.4
1218,837195,2289748,25,6,1215,35,5.79,0.041,1.29,NA,64,7.07,NA,NA,NA,NA,8.8,8.2,100,3.59,4.9,0.48,52.7,37.7,9.5
1218,837195,2289748,40,6,1215,60,5.68,0.024,0.97,NA,60,4.97,NA,NA,NA,NA,5.97,5.52,100,5.41,4.4,0.43,51.6,34.5,13.9
1218,837195,2289748,50,6,1215,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,837195,2289748,NA,6,1215,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,834497,2291475,5,5,1220,0,7.76,0.128,1.79,NA,114,9.96,NA,NA,NA,NA,15.66,15.15,100,0.79,9.3,1.04,42.7,35.5,21.8
1220,834497,2291475,15,5,1220,0,8.33,0.102,1.34,8,63,10.48,1.54,0.22,0.1,0,12.33,12.33,100,0.79,6.8,1.41,53.7,37.6,8.7
1220,834497,2291475,25,5,1220,0,7.75,0.104,1.7,NA,109,14.42,NA,NA,NA,NA,18.77,18.17,100,0.95,7.1,0.97,38.8,37.8,23.4
1220,834497,2291475,40,5,1220,0,7.98,0.093,1.65,NA,104,14.56,NA,NA,NA,NA,18.74,18.27,100,1.32,7.7,0.91,37.1,37.4,25.5
1220,834497,2291475,60,5,1220,0,8.01,0.096,1.11,NA,87,7.65,NA,NA,NA,NA,13.09,12.73,100,1.37,6.8,0.86,51,33.1,15.9
1220,834497,2291475,85,5,1220,0,8.37,0.095,0.96,4.3,67,12.96,1.98,0.25,0.12,0,15.32,15.32,100,0.77,6.5,0.75,47,32.6,20.3
1221,834492,2291476,5,5,1220,0,7.83,0.104,1.78,NA,105,12.5,NA,NA,NA,NA,18.01,17.35,100,1.09,10.5,1.06,41.5,36,22.5
1221,834492,2291476,15,5,1220,0,8,0.102,1.55,NA,111,11.1,NA,NA,NA,NA,16.84,16.38,100,1.37,8.2,1.15,41.9,35.2,22.9
1221,834492,2291476,25,5,1220,0,8.04,0.096,1.24,NA,90,8.04,NA,NA,NA,NA,13.97,13.61,100,1.41,8,1.05,50.7,33.1,16.2
1221,834492,2291476,40,5,1220,0,7.85,0.129,1.69,NA,106,15.26,NA,NA,NA,NA,19.59,18.88,100,1.04,10.4,1.02,40.1,38.5,21.3
1221,834492,2291476,60,5,1220,0,8.09,0.104,0.95,NA,83,9.34,NA,NA,NA,NA,12.97,12.57,100,1.53,6.1,0.92,51.2,34,14.8
1221,834492,2291476,85,5,1220,2,7.96,0.089,1.23,NA,92,11.14,NA,NA,NA,NA,15.82,15.38,100,1.29,7.4,0.91,43.4,34.2,22.3
1222,834444,2291486,5,5,1220,0,7.98,0.112,2.06,NA,107,16.46,NA,NA,NA,NA,20.28,19.66,100,1.36,11.1,1.1,44.6,38.9,16.5
1222,834444,2291486,15,5,1220,0,7.81,0.119,1.71,NA,111,12.96,NA,NA,NA,NA,18.76,18.18,100,0.98,9.6,1,46.1,36.4,17.5
1222,834444,2291486,25,5,1220,0,7.87,0.135,1.79,NA,116,13.67,NA,NA,NA,NA,20.25,19.54,100,1.08,9.5,1.07,41,35.6,23.3
1222,834444,2291486,40,5,1220,1,7.96,0.136,1.63,NA,108,13.18,NA,NA,NA,NA,18.59,18.01,100,1.35,8.2,0.96,44.1,35.4,20.4
1222,834444,2291486,60,5,1220,3,8.19,0.11,0.86,NA,95,3.57,NA,NA,NA,NA,12.18,11.53,100,1.77,6.1,0.93,65,22.7,12.3
1222,834444,2291486,85,5,1220,5,7.96,0.122,1.01,NA,72,9.24,NA,NA,NA,NA,14.26,13.81,100,1.33,7,0.91,51,28,21
1223,834299,2291519,5,5,1220,0,8.02,0.121,1.82,NA,108,12.49,NA,NA,NA,NA,17.49,16.88,100,1.48,9.7,1.08,43.3,38.3,18.5
1223,834299,2291519,15,5,1220,0,7.94,0.127,1.65,NA,102,12.9,NA,NA,NA,NA,17.26,16.72,100,1.29,9.3,1.05,41.1,37,21.9
1223,834299,2291519,25,5,1220,0,7.93,0.137,1.66,NA,98,13.17,NA,NA,NA,NA,17.44,16.99,100,1.26,8.8,1.01,41.6,36.5,22
1223,834299,2291519,40,5,1220,0,7.87,0.155,1.29,NA,101,13.24,NA,NA,NA,NA,18.46,17.69,100,1.02,5.4,0.83,36.4,39.2,24.4
1223,834299,2291519,60,5,1220,0,7.94,0.127,1.38,NA,99,14.34,NA,NA,NA,NA,18.59,18.16,100,1.29,5.7,0.79,39.2,36.2,24.6
1223,834299,2291519,85,5,1220,5,7.91,0.15,1.21,NA,99,13.23,NA,NA,NA,NA,18.72,18.21,100,1.19,5.1,0.86,37,34.3,28.7
1224,834009,2291584,5,5,1220,0,7.55,0.117,1.63,NA,103,14.38,NA,NA,NA,NA,19.83,19.44,100,0.39,7.3,0.78,38.9,39,22.2
1224,834009,2291584,15,5,1220,0,7.55,0.094,1.6,NA,110,15.83,NA,NA,NA,NA,19.12,18.66,100,0.78,6.2,0.95,33.3,38.9,27.8
1224,834009,2291584,25,5,1220,0,7.79,0.135,1.55,NA,94,15.63,NA,NA,NA,NA,19.21,18.7,100,0.83,7.4,0.81,36.4,36.8,26.8
1224,834009,2291584,40,5,1220,0,7.68,0.072,1.16,NA,85,10.95,NA,NA,NA,NA,14.44,14.13,100,1.19,5.6,0.88,42.1,35.3,22.6
1224,834009,2291584,60,5,1220,1,7.51,0.079,1.17,NA,91,13.49,NA,NA,NA,NA,17.54,17.08,100,1.01,4.5,0.77,35.4,34.2,30.4
1224,834009,2291584,85,5,1220,2,7.5,0.096,0.89,NA,96,14.09,NA,NA,NA,NA,19.29,18.9,100,0.68,4.6,0.77,43.2,27.1,29.7
